fold,train_end,val_start,val_end,n_train,n_val,train_time_sec,inference_time_sec,autogluon_time_limit,autogluon_presets,best_model,best_model_score_val,best_model_fit_time,best_model_pred_time_val,rmsle,mae,rmse,r2
1,2017-06-20,2017-06-21,2017-07-18,2876148,49896,603.9969689846039,14.64453673362732,600,medium_quality,WeightedEnsemble_L2,-232.50363773248347,586.2615084648132,8.113820314407349,0.4765246625677779,53.08492744509079,203.58023108601654,0.9763892827808196
2,2017-07-18,2017-07-19,2017-08-15,2926044,49896,601.5730032920837,14.101837396621704,600,medium_quality,WeightedEnsemble_L2,-156.87704051921412,587.5246975421906,7.493558645248413,0.47566455761608456,58.00213867303247,198.50010226685566,0.975591301795069
